objective value:                     16691228.7610438
x1                                                  1 	(obj:187.876647)
x17597                                           19.5 	(obj:45.1732275)
x17598                                           19.5 	(obj:45.6292545)
x17601                                           19.5 	(obj:44.7172005)
x17602                                           19.5 	(obj:45.1732275)
x17605                                           19.5 	(obj:44.2611735)
x17606                                           19.5 	(obj:44.7172005)
x17608                                           19.5 	(obj:45.6292545)
x17610                                           19.5 	(obj:44.2611735)
x17612                                           19.5 	(obj:45.1732275)
x17613                                           19.5 	(obj:45.6292545)
x17616                                           19.5 	(obj:44.7172005)
x17617                                           19.5 	(obj:45.1732275)
x17620                                           19.5 	(obj:44.2611735)
x17621                                           19.5 	(obj:44.7172005)
x17623                                           19.5 	(obj:45.6292545)
x17625                                           19.5 	(obj:44.2611735)
x17627                                           19.5 	(obj:45.1732275)
x17628                                           19.5 	(obj:45.6292545)
x17631                                           19.5 	(obj:44.7172005)
x17632                                           19.5 	(obj:45.1732275)
x17743                                          20.25 	(obj:51.465875)
x17744                                      14.001483 	(obj:54.189419)
x17748                                          20.25 	(obj:51.465875)
x17750                                          20.25 	(obj:56.912963)
x17751                               7.75296599999998 	(obj:59.636507)
x17754                                          20.25 	(obj:54.189419)
x17755                                          20.25 	(obj:56.912963)
x17758                                          20.25 	(obj:51.465875)
x17759                                          20.25 	(obj:54.189419)
x17761                                          20.25 	(obj:59.636507)
x17763                                          20.25 	(obj:51.465875)
x17765                                          20.25 	(obj:56.912963)
x17766                                          20.25 	(obj:59.636507)
x17769                                          20.25 	(obj:54.189419)
x17770                                          20.25 	(obj:56.912963)
x17773                                          20.25 	(obj:51.465875)
x17774                                          20.25 	(obj:54.189419)
x17776                                          20.25 	(obj:59.636507)
x17778                                          20.25 	(obj:51.465875)
x17780                                          20.25 	(obj:56.912963)
x17781                                          20.25 	(obj:59.636507)
x17784                                          20.25 	(obj:54.189419)
x17785                                          20.25 	(obj:56.912963)
x17788                                          20.25 	(obj:51.465875)
x17789                                          20.25 	(obj:54.189419)
x17791                                          20.25 	(obj:59.636507)
x17793                                          20.25 	(obj:51.465875)
x17795                                          20.25 	(obj:56.912963)
x17796                                          20.25 	(obj:59.636507)
x17799                                          20.25 	(obj:54.189419)
x17800                                          20.25 	(obj:56.912963)
x17886                                             20 	(obj:48.203272)
x17892                                             20 	(obj:49.353992)
x17893                                             20 	(obj:50.504712)
x17896                                             20 	(obj:48.203272)
x17897                                             20 	(obj:49.353992)
x17899                                             20 	(obj:51.6554319999999)
x17901                                             20 	(obj:48.203272)
x17903                                             20 	(obj:50.504712)
x17904                                             20 	(obj:51.6554319999999)
x17907                                             20 	(obj:49.353992)
x17908                                             20 	(obj:50.504712)
x17911                                             20 	(obj:48.203272)
x17912                                             20 	(obj:49.353992)
x17914                                             20 	(obj:51.6554319999999)
x17916                                             20 	(obj:48.203272)
x17918                                             20 	(obj:50.504712)
x17919                                             20 	(obj:51.6554319999999)
x17922                                             20 	(obj:49.353992)
x17923                                             20 	(obj:50.504712)
x17926                                             20 	(obj:48.203272)
x17927                                             20 	(obj:49.353992)
x17929                                             20 	(obj:51.6554319999999)
x17931                                             20 	(obj:48.203272)
x17933                                             20 	(obj:50.504712)
x17934                                             20 	(obj:51.6554319999999)
x17937                                             20 	(obj:49.353992)
x17938                                             20 	(obj:50.504712)
x17941                                             20 	(obj:48.203272)
x17942                                             20 	(obj:49.353992)
x17944                                             20 	(obj:51.6554319999999)
x17946                                             20 	(obj:48.203272)
x17948                                             20 	(obj:50.504712)
x17949                                             20 	(obj:51.6554319999999)
x17952                                             20 	(obj:49.353992)
x17953                                             20 	(obj:50.504712)
x17956                                             20 	(obj:48.203272)
x17957                                             20 	(obj:49.353992)
x17959                                             20 	(obj:51.6554319999999)
x17961                                             20 	(obj:48.203272)
x17963                                             20 	(obj:50.504712)
x17964                                             20 	(obj:51.6554319999999)
x17967                                             20 	(obj:49.353992)
x17968                                             20 	(obj:50.504712)
x9629                                              92 	(obj:0)
x9634                                              92 	(obj:0)
x9639                                              92 	(obj:0)
x9644                                              92 	(obj:0)
x9649                                              92 	(obj:0)
x9654                                              92 	(obj:0)
x9659                                              92 	(obj:0)
x9664                                              92 	(obj:0)
x9669                                              92 	(obj:0)
x9674                                              92 	(obj:0)
x9679                                              92 	(obj:0)
x9684                                              92 	(obj:0)
x9689                                              92 	(obj:0)
x9694                                              92 	(obj:0)
x9699                                              92 	(obj:0)
x9704                                              92 	(obj:0)
x9709                                              92 	(obj:0)
x9714                                              92 	(obj:0)
x9719                                              92 	(obj:0)
x9724                                              92 	(obj:0)
x9729                                              92 	(obj:0)
x9734                                              92 	(obj:0)
x9739                                              92 	(obj:0)
x9744                                              92 	(obj:0)
x9821                                       72.353111 	(obj:0)
x9826                                              74 	(obj:0)
x9831                                              74 	(obj:0)
x9836                                              74 	(obj:0)
x9841                                              74 	(obj:0)
x9846                                              74 	(obj:0)
x9851                                              74 	(obj:0)
x9856                                              74 	(obj:0)
x9861                                              74 	(obj:0)
x9866                                              74 	(obj:0)
x9871                                              74 	(obj:0)
x9876                                              74 	(obj:0)
x9881                                              74 	(obj:0)
x9886                                              74 	(obj:0)
x9891                                              74 	(obj:0)
x9896                                              74 	(obj:0)
x9901                                              74 	(obj:0)
x9906                                              74 	(obj:0)
x9911                                              74 	(obj:0)
x9916                                              74 	(obj:0)
x9921                                              74 	(obj:0)
x9926                                              74 	(obj:0)
x9931                                              74 	(obj:0)
x9936                                              74 	(obj:0)
x10019                                      26.398546 	(obj:0)
x10024                                      52.797092 	(obj:0)
x10029                                             69 	(obj:0)
x10034                                             69 	(obj:0)
x10039                                             69 	(obj:0)
x10044                                             69 	(obj:0)
x10049                                             69 	(obj:0)
x10054                                             69 	(obj:0)
x10059                                             69 	(obj:0)
x10064                                             69 	(obj:0)
x10069                                             69 	(obj:0)
x10074                                             69 	(obj:0)
x10079                                             69 	(obj:0)
x10084                                             69 	(obj:0)
x10089                                             69 	(obj:0)
x10094                                             69 	(obj:0)
x10099                                             69 	(obj:0)
x10104                                             69 	(obj:0)
x10157                                             85 	(obj:0)
x10162                                             85 	(obj:0)
x10167                                             85 	(obj:0)
x10172                                             85 	(obj:0)
x10177                                             85 	(obj:0)
x10182                                             85 	(obj:0)
x10187                                             85 	(obj:0)
x10192                                             85 	(obj:0)
x10197                                             85 	(obj:0)
x10202                                             85 	(obj:0)
x10207                                             85 	(obj:0)
x10212                                             85 	(obj:0)
x10217                                             85 	(obj:0)
x10222                                             85 	(obj:0)
x10227                                             85 	(obj:0)
x10232                                             85 	(obj:0)
x10237                                             85 	(obj:0)
x10242                                             85 	(obj:0)
x10247                                             85 	(obj:0)
x10252                                             85 	(obj:0)
x10257                                             85 	(obj:0)
x10262                                             85 	(obj:0)
x10267                                             85 	(obj:0)
x10272                                             85 	(obj:0)
x10360                                       24.56166 	(obj:0)
x10365                                       49.12332 	(obj:0)
x10370                                             52 	(obj:0)
x10375                                             52 	(obj:0)
x10380                                             52 	(obj:0)
x10385                                             52 	(obj:0)
x10390                                             52 	(obj:0)
x10395                                             52 	(obj:0)
x10400                                             52 	(obj:0)
x10405                                             52 	(obj:0)
x10410                                             52 	(obj:0)
x10415                                             52 	(obj:0)
x10420                                             52 	(obj:0)
x10425                                             52 	(obj:0)
x10430                                             52 	(obj:0)
x10435                                             52 	(obj:0)
x10440                                             52 	(obj:0)
x10493                                      39.799637 	(obj:0)
x10498                                             67 	(obj:0)
x10503                                             67 	(obj:0)
x10508                                             67 	(obj:0)
x10513                                             67 	(obj:0)
x10518                                             67 	(obj:0)
x10523                                             67 	(obj:0)
x10528                                             67 	(obj:0)
x10533                                             67 	(obj:0)
x10538                                             67 	(obj:0)
x10543                                             67 	(obj:0)
x10548                                             67 	(obj:0)
x10553                                             67 	(obj:0)
x10558                                             67 	(obj:0)
x10563                                             67 	(obj:0)
x10568                                             67 	(obj:0)
x10573                                             67 	(obj:0)
x10578                                             67 	(obj:0)
x10583                                             67 	(obj:0)
x10588                                             67 	(obj:0)
x10593                                             67 	(obj:0)
x10598                                             67 	(obj:0)
x10603                                             67 	(obj:0)
x10608                                             67 	(obj:0)
x10661                                             89 	(obj:0)
x10666                                             89 	(obj:0)
x10671                                             89 	(obj:0)
x10676                                             89 	(obj:0)
x10681                                             89 	(obj:0)
x10686                                             89 	(obj:0)
x10691                                             89 	(obj:0)
x10696                                             89 	(obj:0)
x10701                                             89 	(obj:0)
x10706                                             89 	(obj:0)
x10711                                             89 	(obj:0)
x10716                                             89 	(obj:0)
x10721                                             89 	(obj:0)
x10726                                             89 	(obj:0)
x10731                                             89 	(obj:0)
x10736                                             89 	(obj:0)
x10741                                             89 	(obj:0)
x10746                                             89 	(obj:0)
x10751                                             89 	(obj:0)
x10756                                             89 	(obj:0)
x10761                                             89 	(obj:0)
x10766                                             89 	(obj:0)
x10771                                             89 	(obj:0)
x10776                                             89 	(obj:0)
x10829                                      50.177898 	(obj:0)
x10834                                      84.281639 	(obj:0)
x10839                                             90 	(obj:0)
x10844                                             90 	(obj:0)
x10849                                             90 	(obj:0)
x10854                                             90 	(obj:0)
x10859                                             90 	(obj:0)
x10864                                             90 	(obj:0)
x10869                                             90 	(obj:0)
x10874                                             90 	(obj:0)
x10879                                             90 	(obj:0)
x10884                                             90 	(obj:0)
x10889                                             90 	(obj:0)
x10894                                             90 	(obj:0)
x10899                                             90 	(obj:0)
x10904                                             90 	(obj:0)
x10909                                             90 	(obj:0)
x10914                                             90 	(obj:0)
x10919                                             90 	(obj:0)
x10924                                             90 	(obj:0)
x10929                                             90 	(obj:0)
x10934                                             90 	(obj:0)
x10939                                             90 	(obj:0)
x10944                                             90 	(obj:0)
x10997                                      45.601579 	(obj:0)
x11002                                       41.31081 	(obj:0)
x11027                                       29.40562 	(obj:0)
x11032                                       58.81124 	(obj:0)
x11037                                             86 	(obj:0)
x11042                                             86 	(obj:0)
x11047                                             86 	(obj:0)
x11052                                             86 	(obj:0)
x11057                               64.6869587951455 	(obj:0)
x11062                                             86 	(obj:0)
x11067                                             86 	(obj:0)
x11072                                             86 	(obj:0)
x11077                                             86 	(obj:0)
x11082                                           64.5 	(obj:0)
x11087                                             86 	(obj:0)
x11092                                             86 	(obj:0)
x11097                                             86 	(obj:0)
x11102                                             86 	(obj:0)
x11107                                             86 	(obj:0)
x11112                                             86 	(obj:0)
x11180                                      34.441011 	(obj:0)
x11185                                      68.882022 	(obj:0)
x11190                                             70 	(obj:0)
x11195                                             70 	(obj:0)
x11200                                             70 	(obj:0)
x11205                                             70 	(obj:0)
x11210                                             70 	(obj:0)
x11215                                             70 	(obj:0)
x11220                                             70 	(obj:0)
x11225                                             70 	(obj:0)
x11230                                             70 	(obj:0)
x11235                                             70 	(obj:0)
x11240                                             70 	(obj:0)
x11245                                             70 	(obj:0)
x11250                                             70 	(obj:0)
x11255                                             70 	(obj:0)
x11260                                             70 	(obj:0)
x11265                                             70 	(obj:0)
x11270                                             70 	(obj:0)
x11275                                             70 	(obj:0)
x11280                                             70 	(obj:0)
x11333                                             73 	(obj:0)
x11338                                             73 	(obj:0)
x11343                                             73 	(obj:0)
x11348                                             73 	(obj:0)
x11353                                             73 	(obj:0)
x11358                                             73 	(obj:0)
x11363                                             73 	(obj:0)
x11368                                             73 	(obj:0)
x11373                                             73 	(obj:0)
x11378                                             73 	(obj:0)
x11383                                             73 	(obj:0)
x11388                                             73 	(obj:0)
x11393                                             73 	(obj:0)
x11398                                             73 	(obj:0)
x11403                                             73 	(obj:0)
x11408                                             73 	(obj:0)
x11413                                             73 	(obj:0)
x11418                                             73 	(obj:0)
x11423                                             73 	(obj:0)
x11428                                             73 	(obj:0)
x11433                                             73 	(obj:0)
x11438                                             73 	(obj:0)
x11443                                             73 	(obj:0)
x11448                                             73 	(obj:0)
x11501                                      52.535998 	(obj:0)
x11506                                             55 	(obj:0)
x11511                                             55 	(obj:0)
x11516                                             55 	(obj:0)
x11521                                             55 	(obj:0)
x11526                                             55 	(obj:0)
x11531                                             55 	(obj:0)
x11536                                             55 	(obj:0)
x11541                                             55 	(obj:0)
x11546                                             55 	(obj:0)
x11551                                             55 	(obj:0)
x11556                                             55 	(obj:0)
x11561                                             55 	(obj:0)
x11566                                             55 	(obj:0)
x11571                                             55 	(obj:0)
x11576                                             55 	(obj:0)
x11581                                             55 	(obj:0)
x11586                                             55 	(obj:0)
x11591                                             55 	(obj:0)
x11596                                             55 	(obj:0)
x11601                                             55 	(obj:0)
x11606                                             55 	(obj:0)
x11611                                             55 	(obj:0)
x11616                                             55 	(obj:0)
x11669                                             75 	(obj:0)
x11674                                             75 	(obj:0)
x11679                                             75 	(obj:0)
x11684                                             75 	(obj:0)
x11689                                             75 	(obj:0)
x11694                                             75 	(obj:0)
x11699                                             75 	(obj:0)
x11704                                             75 	(obj:0)
x11709                                             75 	(obj:0)
x11714                                             75 	(obj:0)
x11719                                             75 	(obj:0)
x11724                                             75 	(obj:0)
x11729                                             75 	(obj:0)
x11734                                             75 	(obj:0)
x11739                                             75 	(obj:0)
x11744                                             75 	(obj:0)
x11749                                             75 	(obj:0)
x11754                                             75 	(obj:0)
x11759                                             75 	(obj:0)
x11764                                             75 	(obj:0)
x11769                                             75 	(obj:0)
x11774                                             75 	(obj:0)
x11779                                             75 	(obj:0)
x11784                                             75 	(obj:0)
x11837                                             82 	(obj:0)
x11842                                             82 	(obj:0)
x11847                               81.8931986851119 	(obj:0)
x11852                                           61.5 	(obj:0)
x11857                                             82 	(obj:0)
x11862                                           61.5 	(obj:0)
x11867                                             82 	(obj:0)
x11872                                             82 	(obj:0)
x11877                                             82 	(obj:0)
x11882                                             82 	(obj:0)
x11887                                             82 	(obj:0)
x11892                                             82 	(obj:0)
x11897                                             82 	(obj:0)
x11902                                             82 	(obj:0)
x11907                                             82 	(obj:0)
x11912                                             82 	(obj:0)
x11917                                             82 	(obj:0)
x11922                                             82 	(obj:0)
x11927                                             82 	(obj:0)
x11932                                             82 	(obj:0)
x11937                                             82 	(obj:0)
x11942                                             82 	(obj:0)
x11947                                             82 	(obj:0)
x11952                                             82 	(obj:0)
x12005                                             69 	(obj:0)
x12010                                             69 	(obj:0)
x12015                                             69 	(obj:0)
x12020                                             69 	(obj:0)
x12025                                             69 	(obj:0)
x12030                                             69 	(obj:0)
x12035                                             69 	(obj:0)
x12040                                             69 	(obj:0)
x12045                                             69 	(obj:0)
x12050                                             69 	(obj:0)
x12055                                             69 	(obj:0)
x12060                                             69 	(obj:0)
x12065                                             69 	(obj:0)
x12070                                             69 	(obj:0)
x12075                                             69 	(obj:0)
x12080                                             69 	(obj:0)
x12085                                             69 	(obj:0)
x12090                                             69 	(obj:0)
x12095                                             69 	(obj:0)
x12100                                             69 	(obj:0)
x12105                                             69 	(obj:0)
x12110                                             69 	(obj:0)
x12115                                             69 	(obj:0)
x12120                                             69 	(obj:0)
x12173                                      33.364835 	(obj:0)
x12203                                      22.439715 	(obj:0)
x12208                                       44.87943 	(obj:0)
x12213                                             67 	(obj:0)
x12218                                             67 	(obj:0)
x12223                                             67 	(obj:0)
x12228                                             67 	(obj:0)
x12233                                             67 	(obj:0)
x12238                                             67 	(obj:0)
x12243                                             67 	(obj:0)
x12248                                             67 	(obj:0)
x12253                                             67 	(obj:0)
x12258                                          50.25 	(obj:0)
x12263                                       66.72967 	(obj:0)
x12268                                      33.364835 	(obj:0)
x12341                                             83 	(obj:0)
x12346                                             83 	(obj:0)
x12351                                             83 	(obj:0)
x12356                                             83 	(obj:0)
x12361                                             83 	(obj:0)
x12366                                             83 	(obj:0)
x12371                                             83 	(obj:0)
x12376                                             83 	(obj:0)
x12381                                             83 	(obj:0)
x12386                                             83 	(obj:0)
x12391                                             83 	(obj:0)
x12396                                             83 	(obj:0)
x12401                                             83 	(obj:0)
x12406                                             83 	(obj:0)
x12411                                             83 	(obj:0)
x12416                                             83 	(obj:0)
x12421                                             83 	(obj:0)
x12426                                             83 	(obj:0)
x12431                                             83 	(obj:0)
x12436                                             83 	(obj:0)
x12441                                             83 	(obj:0)
x12446                                             83 	(obj:0)
x12451                                             83 	(obj:0)
x12456                                             83 	(obj:0)
x12509                                      53.463008 	(obj:0)
x12514                                      34.573194 	(obj:0)
x12539                                      39.579142 	(obj:0)
x12544                                      79.158284 	(obj:0)
x12549                                             96 	(obj:0)
x12554                                             96 	(obj:0)
x12559                                             96 	(obj:0)
x12564                                             96 	(obj:0)
x12569                                             72 	(obj:0)
x12574                                             96 	(obj:0)
x12579                                             72 	(obj:0)
x12584                                             96 	(obj:0)
x12589                                             96 	(obj:0)
x12594                                             72 	(obj:0)
x12599                                             96 	(obj:0)
x12604                                             96 	(obj:0)
x12609                                             96 	(obj:0)
x12614                                             96 	(obj:0)
x12619                                             96 	(obj:0)
x12624                               92.5655035777661 	(obj:0)
x12677                                      42.740835 	(obj:0)
x12682                                      72.792089 	(obj:0)
x12687                                             82 	(obj:0)
x12692                                             82 	(obj:0)
x12697                                             82 	(obj:0)
x12702                                             82 	(obj:0)
x12707                                             82 	(obj:0)
x12712                                             82 	(obj:0)
x12717                                             82 	(obj:0)
x12722                                             82 	(obj:0)
x12727                                             82 	(obj:0)
x12732                                             82 	(obj:0)
x12737                                             82 	(obj:0)
x12742                                             82 	(obj:0)
x12747                                             82 	(obj:0)
x12752                                             82 	(obj:0)
x12757                                             82 	(obj:0)
x12762                                             82 	(obj:0)
x12767                                             82 	(obj:0)
x12772                                             82 	(obj:0)
x12777                                             82 	(obj:0)
x12782                                             82 	(obj:0)
x12787                                             82 	(obj:0)
x12792                                             82 	(obj:0)
x12845                                             73 	(obj:0)
x12850                                             73 	(obj:0)
x12855                                             73 	(obj:0)
x12860                                             73 	(obj:0)
x12865                                             73 	(obj:0)
x12870                                             73 	(obj:0)
x12875                                             73 	(obj:0)
x12880                                             73 	(obj:0)
x12885                                             73 	(obj:0)
x12890                                             73 	(obj:0)
x12895                                             73 	(obj:0)
x12900                                             73 	(obj:0)
x12905                                             73 	(obj:0)
x12910                                             73 	(obj:0)
x12915                                             73 	(obj:0)
x12920                                             73 	(obj:0)
x12925                                             73 	(obj:0)
x12930                                             73 	(obj:0)
x12935                                             73 	(obj:0)
x12940                                             73 	(obj:0)
x12945                                             73 	(obj:0)
x12950                                             73 	(obj:0)
x12955                                             73 	(obj:0)
x12960                                             73 	(obj:0)
x13013                                      71.245972 	(obj:0)
x13018                                             83 	(obj:0)
x13023                                             83 	(obj:0)
x13028                                             83 	(obj:0)
x13033                                             83 	(obj:0)
x13038                                             83 	(obj:0)
x13043                                             83 	(obj:0)
x13048                                             83 	(obj:0)
x13053                                             83 	(obj:0)
x13058                                             83 	(obj:0)
x13063                                             83 	(obj:0)
x13068                                             83 	(obj:0)
x13073                                             83 	(obj:0)
x13078                                             83 	(obj:0)
x13083                                             83 	(obj:0)
x13088                                             83 	(obj:0)
x13093                                             83 	(obj:0)
x13098                                             83 	(obj:0)
x13103                                             83 	(obj:0)
x13108                                             83 	(obj:0)
x13113                                             83 	(obj:0)
x13118                                             83 	(obj:0)
x13123                                             83 	(obj:0)
x13128                                             83 	(obj:0)
x13181                                      72.926488 	(obj:0)
x13186                                             91 	(obj:0)
x13191                                          68.25 	(obj:0)
x13196                                          68.25 	(obj:0)
x13201                                             91 	(obj:0)
x13206                                          68.25 	(obj:0)
x13211                                             91 	(obj:0)
x13216                                             91 	(obj:0)
x13221                                             91 	(obj:0)
x13226                                             91 	(obj:0)
x13231                                             91 	(obj:0)
x13236                                             91 	(obj:0)
x13241                                             91 	(obj:0)
x13246                                             91 	(obj:0)
x13251                                             91 	(obj:0)
x13256                                             91 	(obj:0)
x13261                                             91 	(obj:0)
x13266                                          68.25 	(obj:0)
x13271                                             91 	(obj:0)
x13276                                             91 	(obj:0)
x13281                                             91 	(obj:0)
x13286                                             91 	(obj:0)
x13291                                             91 	(obj:0)
x13296                                             91 	(obj:0)
x13349                                      71.744475 	(obj:0)
x13354                                             81 	(obj:0)
x13359                                             81 	(obj:0)
x13364                                             81 	(obj:0)
x13369                                             81 	(obj:0)
x13374                                             81 	(obj:0)
x13379                                             81 	(obj:0)
x13384                                             81 	(obj:0)
x13389                                             81 	(obj:0)
x13394                                             81 	(obj:0)
x13399                                             81 	(obj:0)
x13404                                             81 	(obj:0)
x13409                                             81 	(obj:0)
x13414                                             81 	(obj:0)
x13419                                             81 	(obj:0)
x13424                                             81 	(obj:0)
x13429                                             81 	(obj:0)
x13434                                             81 	(obj:0)
x13439                                             81 	(obj:0)
x13444                                             81 	(obj:0)
x13449                                             81 	(obj:0)
x13454                                             81 	(obj:0)
x13459                                             81 	(obj:0)
x13464                                             81 	(obj:0)
x13537                                       29.55726 	(obj:0)
x13542                                       59.11452 	(obj:0)
x13547                                             63 	(obj:0)
x13552                                             63 	(obj:0)
x13557                                             63 	(obj:0)
x13562                                             63 	(obj:0)
x13567                                             63 	(obj:0)
x13572                                             63 	(obj:0)
x13577                                             63 	(obj:0)
x13582                                             63 	(obj:0)
x13587                                             63 	(obj:0)
x13592                                             63 	(obj:0)
x13597                                             63 	(obj:0)
x13602                                             63 	(obj:0)
x13607                                             63 	(obj:0)
x13612                                             63 	(obj:0)
x13617                                             63 	(obj:0)
x13622                                             63 	(obj:0)
x13627                                             63 	(obj:0)
x13632                                             63 	(obj:0)
x13685                                             57 	(obj:0)
x13690                                             57 	(obj:0)
x13695                                             57 	(obj:0)
x13700                                             57 	(obj:0)
x13705                                             57 	(obj:0)
x13710                                             57 	(obj:0)
x13715                                             57 	(obj:0)
x13720                                             57 	(obj:0)
x13725                                             57 	(obj:0)
x13730                                             57 	(obj:0)
x13735                                             57 	(obj:0)
x13740                                             57 	(obj:0)
x13745                                             57 	(obj:0)
x13750                                             57 	(obj:0)
x13755                                             57 	(obj:0)
x13760                                             57 	(obj:0)
x13765                                             57 	(obj:0)
x13770                                             57 	(obj:0)
x13775                                             57 	(obj:0)
x13780                                             57 	(obj:0)
x13785                                             57 	(obj:0)
x13790                                             57 	(obj:0)
x13795                                             57 	(obj:0)
x13800                                             57 	(obj:0)
x13873                                      33.507523 	(obj:0)
x13878                                      67.015046 	(obj:0)
x13883                                             93 	(obj:0)
x13888                                             93 	(obj:0)
x13893                                             93 	(obj:0)
x13898                                             93 	(obj:0)
x13903                                             93 	(obj:0)
x13908                                             93 	(obj:0)
x13913                                             93 	(obj:0)
x13918                                             93 	(obj:0)
x13923                                             93 	(obj:0)
x13928                                             93 	(obj:0)
x13933                                             93 	(obj:0)
x13938                                             93 	(obj:0)
x13943                                             93 	(obj:0)
x13948                                             93 	(obj:0)
x13953                                             93 	(obj:0)
x13958                                             93 	(obj:0)
x13963                                             93 	(obj:0)
x13968                                             93 	(obj:0)
x14021                                      43.919733 	(obj:0)
x14026                                             61 	(obj:0)
x14031                                             61 	(obj:0)
x14036                                             61 	(obj:0)
x14041                                             61 	(obj:0)
x14046                                             61 	(obj:0)
x14051                                             61 	(obj:0)
x14056                                             61 	(obj:0)
x14061                                             61 	(obj:0)
x14066                                             61 	(obj:0)
x14071                                             61 	(obj:0)
x14076                                             61 	(obj:0)
x14081                                             61 	(obj:0)
x14086                                             61 	(obj:0)
x14091                                             61 	(obj:0)
x14096                                             61 	(obj:0)
x14101                                             61 	(obj:0)
x14106                                             61 	(obj:0)
x14111                                             61 	(obj:0)
x14116                                             61 	(obj:0)
x14121                                             61 	(obj:0)
x14126                                             61 	(obj:0)
x14131                                             61 	(obj:0)
x14136                                             61 	(obj:0)
